id,name,street,city,state,accessible,unisex,directions,comment,latitude,longitude,created_at,updated_at,downvote,upvote,country,changing_table,edit_id,approved,distance,bearing
19639,The Way Station,683 Washington Ave,Brooklyn,NY,True,True,"One large single (Tardis) which is accessible, second restroom labelled All Gender Lavatory  ",It is a bar. But pretty safe.,40.6767983,-73.9634083,2015-12-18 15:18:36.490000+00:00,2015-12-18 15:18:36.490000+00:00,0,0,US,False,19639,True,1.013212613132602,265.899365836565
20366,Taqueria de los Muertos,663 Washington Ave,Brooklyn ,NY,True,True,,Buy something at counter first ,40.6772445,-73.9635149,2016-02-15 21:35:59.326000+00:00,2016-02-15 21:35:59.326000+00:00,0,0,US,False,20366,True,1.016348380613829,267.237843213196
24169,Speedy Romeo,376 Classon Ave ,Brooklyn,New York,True,True,Back right corner,Two gender neutral single stall bathrooms,40.6874998,-73.96007589999999,2016-07-20 17:29:30.899000+00:00,2016-07-20 17:29:30.899000+00:00,0,2,US,False,24169,True,1.053757528247288,300.35275513515
17966,Brooklyn Kolache,520 Dekalb Avenue,Brooklyn,NY,True,True,At the end of the tables to the far right.,"Really sweet staff, you can just ask or walk right in.",40.6907329,-73.9557725,2015-07-11 05:41:29.635000+00:00,2015-07-11 05:41:29.635000+00:00,0,1,US,False,17966,True,1.059602387378404,317.227024621786
52789,Brooklyn Museum,200 eastern parkway ,brooklyn,new york,True,True,this is on the left when you enter the building in the lobby area.,no need to pay entry into the museum. ,40.6712083,-73.9636299,2019-09-16 14:47:30.944000+00:00,2019-09-16 14:47:31.412000+00:00,0,1,US,True,52789,True,1.1283091684325801,250.304917444667
52790,Brooklyn Museum,200 eastern parkway,brooklyn,new york,True,True,in the lobby to the left when you enter the building.,no need to pay entry into museum. there are two handicap accessible single stall bathrooms that are also labeled as gender neutral. when i was last there (sept 2019) the museum also had a sign up in the restroom area saying people are allowed to use any bathroom that fits their gender identity. ,40.6712083,-73.9636299,2019-09-16 14:52:06.702000+00:00,2019-09-16 14:52:06.815000+00:00,0,1,US,True,52790,True,1.1283091684325801,250.304917444667
21066,Project Parlor,742 Myrtle Ave,Brooklyn,NY,True,True,"all one floor, towards the back of the bar","friendly dive bar, lots of queer/trans clientele",40.6947595,-73.9530994,2016-04-04 00:38:23.047000+00:00,2016-04-04 00:38:23.047000+00:00,0,1,US,False,21066,True,1.237724436893691,331.663854710724
18624,Beast of Bourbon,710 Myrtle Ave.,Brooklyn,New York,True,True,,,40.6944455,-73.9549186,2015-09-07 18:55:33.706000+00:00,2015-09-07 18:55:33.706000+00:00,0,1,US,False,18624,True,1.257422137192734,326.515331366205
28249,Ample Hills Creamery,623 Vanderbilt Ave,Brooklyn,NY,True,True,,,40.6786003,-73.9681538,2017-02-23 18:56:57.717000+00:00,2017-02-23 18:56:57.717000+00:00,0,1,US,False,28249,True,1.257699304128763,271.007280386585
6190,Ample Hills Creamery,623 Vanderbilt Ave,Brooklyn,NY,True,True,,,40.6786003,-73.9681538,2014-08-04 15:06:41.586000+00:00,2014-08-04 15:06:41.586000+00:00,1,0,United States,False,6190,True,1.257699304128763,271.007280386585
1008,Soda,629 Vanderbilt Ave,Brooklyn,NY,True,True,"Straight in to the end of the bar, on the right (next to kitchen).","It's a bar, so act like you're drinking.",40.678236,-73.968482,2014-02-02 20:50:23.681000+00:00,2014-02-02 20:50:23.681000+00:00,1,0,US,False,1008,True,1.274568490871346,270.135677424046
30718,Wendy's,469 Flatbush Ave,Brooklyn,New York,True,True,Right by the entrance on your right,"I just walked in and used it, no purchase required, but they'd probably appreciate if you bought something small if you can. ",40.6629206,-73.9617267,2017-02-26 19:46:22.923000+00:00,2017-02-26 19:46:22.923000+00:00,0,1,US,False,30718,True,1.399658644840643,229.026991676472
33407,Rebecca's,610 Bushwick Ave,Brooklyn,New York,True,True,"Walk to the back, you'll see it on the left","Open 6pm to 4am
Just go in and use the bathroom, no purchase required!",40.6982013,-73.9342432,2017-04-01 05:01:55.156000+00:00,2017-04-01 05:01:55.156000+00:00,0,1,US,False,33407,True,1.4777525228547042,26.34314230504
5808,SUNY Downstate Basic Sciences Building- 6th floor,450 Clarkson Avenue,Brooklyn,NY,True,True,by the hallway that connects the basic sciences building and the education building,you have to be a student/staff/visitor to the school to access the bathroom,40.655411,-73.94565899999999,2014-04-28 23:03:05.655000+00:00,2014-04-28 23:03:05.655000+00:00,1,1,United States,False,5808,True,1.575041266567133,183.772165249424
355,Thai 101,455A Myrtle Avenue (Washington and Waverly),BROOKLYN,NY,True,True,,Great food too.,40.693394,-73.967293,2014-02-02 20:49:31.540000+00:00,2014-02-02 20:49:31.540000+00:00,1,0,US,False,355,True,1.604513457937582,303.33230535033
1783,Tea Lounge,873 Union ST.,Brooklyn,NY,True,True,,Monday-Thursday 7am-1am  :  Friday 7am-2am  :  Saturday 8am-2am  :  Sunday 8am-1am,40.6743618,-73.9745353,2014-02-02 20:51:34.261000+00:00,2014-02-02 20:51:34.261000+00:00,1,0,US,False,1783,True,1.613491268863014,262.83891207038
44884,Poke bowl station,237 Flatbush Ave,Brooklyn,Ny,True,True,,,40.6811056,-73.9750004,2018-10-04 18:11:01.505000+00:00,2020-04-14 21:14:16.830000+00:00,0,0,US,False,44884,True,1.628692562574961,275.42158842653
30086,Ramen Takumi,northeast corner of Washington Square Park ,New York,NY,True,True,All the way back and to the left.,"You have to be a customer. Accessible (largish room, metal bars behind & to left side of toilet) but pathway back may be a little narrow for a wheelchair.",40.6960002,-73.9674251,2017-02-26 01:37:55.515000+00:00,2017-02-26 01:37:55.515000+00:00,0,1,US,False,30086,True,1.7327069421790462,307.450756555932
60237,Sweetwater Coffee & Tea,55 5th Avenue,Brooklyn,NY,True,True,,Customers only so buy a delicious cookie,40.6810537,-73.9770571,2021-10-24 15:28:08.771000+00:00,2021-10-24 15:28:08.876000+00:00,0,1,US,True,60237,True,1.735263504056086,274.994802833365
29563,Parkside,705 Flatbush Ave.,Brooklyn,NY,True,True,On the left just past the bar,,40.655949,-73.959599,2017-02-25 16:13:36.133000+00:00,2017-02-25 16:13:36.133000+00:00,0,0,US,False,29563,True,1.73604753447329,214.784815356494
17918,Alchemy,56 5th Ave,Brooklyn,NY,True,True,Towards the back to the left,,40.6813676,-73.9773584,2015-07-03 17:19:49.350000+00:00,2015-07-03 17:19:49.350000+00:00,0,0,US,False,17918,True,1.7535372852003972,275.486928347956
18098,Rose Water,787 Union St, Brooklyn,NY,True,True,Straight back from the entrance,crowded on weekends ,40.675698,-73.9782498,2015-07-26 19:08:11.795000+00:00,2015-07-26 19:08:11.795000+00:00,0,0,US,False,18098,True,1.794622480384777,265.838704184056
32322,Brooklyn Roasting Company ,200 Flushing Ave,Brooklyn ,NY,True,True,,,40.6975982,-73.96794109999999,2017-03-01 06:58:38.328000+00:00,2017-03-01 06:58:38.328000+00:00,0,0,US,False,32322,True,1.831114886559301,309.232819233357
28761,Brooklyn Public Library - Bushwick location,340 Bushwick Avenue ,Brooklyn ,NY,True,True,"go to the customer service desk in the front. The key to the restroom is kept in a plastic bin on the edge of desk. If the bin is empty, wait for the key to come back before taking the elevator to the basement or the stairs. ",,40.7045499,-73.93960539999999,2017-02-24 19:11:09.141000+00:00,2017-02-24 19:11:09.141000+00:00,0,0,US,False,28761,True,1.837637341254982,9.794411310626
30031,Berlyn,"25 Lafayette Ave, Brooklyn, NY 11217",Brooklyn,NY,True,True,"To the right, across from the bar.",,40.6869829,-73.9779695,2017-02-26 00:27:32.910000+00:00,2017-02-26 00:27:32.910000+00:00,0,0,US,False,30031,True,1.8731188941049561,284.595616763076
18601,Tutu's,25 Bogart St,Brooklyn,New York,True,True,"Straight to the back, past the bar and the tables in the hallway to the back room. It'll be to your right.",,40.7041154,-73.93320779999999,2015-09-04 13:51:02.504000+00:00,2015-09-04 13:51:02.504000+00:00,0,0,US,False,18601,True,1.881653170112385,22.888530991373
50302,Center for Fiction,15 Lafayette Ave,Brooklyn,NY ,True,True,"By the café in back, no need to buy anything! ",,40.6868022,-73.9785744,2019-06-08 21:41:37.873000+00:00,2019-06-08 21:41:37.897000+00:00,0,0,US,False,50302,True,1.8991711495254342,284.067067079341
20247,Syndicated,40 Bogart St,Brooklyn,NY,True,True,"In the back, marked WC. A row of single rooms with a common trough sink outside ",beautiful & inexpensive movie theatre where they also serve food. Recommended! probably won't notice during busy times if you walk past looking for a friend ,40.7049909,-73.9331037,2016-02-08 00:25:07.792000+00:00,2016-02-08 00:25:07.792000+00:00,0,1,US,False,20247,True,1.940971337245907,22.405269490857
36323,Fine & Raw Chocolate,288 Seigel Street,Brooklyn,NY,True,True,,,40.705391,-73.9337666,2017-07-11 12:05:48.296000+00:00,2017-07-11 12:05:48.296000+00:00,0,0,US,False,36323,True,1.957432051328036,20.899666543841
28786,Brooklyn Public Library,22 Linden Boulevard,Brooklyn,NY,True,True,"On the main floor near the seating area, next to the staircase",Several stairs to enter the library but there's a wheelchair lift available on request,40.6519216,-73.95835009999999,2017-02-24 19:49:41.993000+00:00,2017-02-24 19:49:41.993000+00:00,0,0,US,False,28786,True,1.960729125032123,208.391896676598
51855,Blick Art Materials,41 Flatbush Ave ,Brooklyn,Ny,True,True,"Bottom floor, accessible through elevator or stairs.",Just ask for restroom.,40.6875012,-73.9796053,2019-08-12 03:02:50.022000+00:00,2019-08-12 03:02:50.138000+00:00,0,0,US,False,51855,True,1.96581458224545,284.735304026692
21603,Pine Box Rock Shop,12 Grattan St,Brooklyn,NY,True,True,In the back past the bar. Two doors marked WC (water closet) and one with a handicap symbol.,Cool bar with lots of space and music shows. Should prob buy something - they do card; wouldn't notice during busy hours ,40.7052743,-73.93267569999999,2016-04-22 23:55:47.591000+00:00,2016-04-22 23:55:47.591000+00:00,0,1,US,False,21603,True,1.9664116784453671,22.96536214538
36324,Lantern Hall,52 Harrison Place,Brooklyn,NY,True,True,,"Restrooms are single stalls, explicitly marked as ""all-gender"" restrooms",40.7062764,-73.9313512,2017-07-11 12:08:55.601000+00:00,2017-07-11 12:08:55.601000+00:00,0,1,US,False,36324,True,2.054046033376548,24.502876525688
60252,Wild East Brewing Co.,623 Sackett Street,Brooklyn,NY,True,True,,Typical brewery single stall non gendered rooms,40.6785,-73.9834876,2021-10-25 19:55:40.682000+00:00,2021-10-25 19:55:40.808000+00:00,0,0,US,False,60252,True,2.060958730396386,270.468498687441
29392,The Graham,151 meserole street ,Brooklyn,NY,True,True,All bathrooms are gender neutral and single stall,,40.7082307,-73.9431796,2017-02-25 07:56:37.384000+00:00,2017-02-25 07:56:37.384000+00:00,0,1,US,False,29392,True,2.077045697544976,1.864505339199
34970,Culture,"331 5th Ave, 11215",Brooklyn,NY,True,True,Along the left wall towards the back,,40.672327,-73.98340139999999,2017-05-10 00:27:20.523000+00:00,2017-05-10 00:27:20.523000+00:00,0,0,US,False,34970,True,2.095782637346801,261.519395256176
39139,Champs diner,197 Meserole st ,"Brooklyn, New York",New York,True,True,"There are two, gender-neutral, single-stall restrooms at the back of the restaurant on the right. ",The staff are very accepting. ,40.708452199999996,-73.9408922,2017-12-25 15:16:51.670000+00:00,2017-12-25 15:16:51.670000+00:00,0,1,US,False,39139,True,2.098702158313035,6.156811731067
38544,Champ's Diner,197 Meserole Street,New York,New York,True,True,Through the restaurant at the back wall.,,40.708452199999996,-73.9408922,2017-11-07 17:37:33.583000+00:00,2017-11-07 17:37:33.583000+00:00,0,0,US,False,38544,True,2.098702158313035,6.156811731067
54075,Mil Mundos Books,323 Linden Street,Brooklyn,New York,True,True,,SAFE SPACE 💖,40.6987114,-73.9143277,2019-11-20 00:22:13.641000+00:00,2020-04-14 21:02:31.591000+00:00,0,0,US,False,54075,True,2.110722734760122,55.459225289937
18623,Trophy Bar,351 Broadway,Brooklyn,New York,True,True,,,40.7078844,-73.9557042,2015-09-07 18:53:11.611000+00:00,2015-09-07 18:53:11.611000+00:00,0,1,US,False,18623,True,2.139762118087761,338.759603347577
38530,Alamo draft house ,445 Albee Square ,Brooklyn ,NY,True,True,In lobby of the movie theater. Near escalator.,,40.69087589999999,-73.9828655,2017-11-06 07:07:24.578000+00:00,2017-11-06 07:07:24.578000+00:00,0,1,US,False,38530,True,2.209678023517562,288.161371102367
16919,Heavy Woods,50 Wyckoff Ave,Brooklyn,NY,True,True,"Straight back and to the left, across from the where plates are placed for waitstaff","Cool bar with food, you should probably buy something though. There's a ramp that goes into the establishment as well",40.705535,-73.9216859,2015-03-26 15:29:24.787000+00:00,2015-03-26 15:29:24.787000+00:00,0,0,US,False,16919,True,2.226807075921006,39.401294871965
29942,Alamo Drafthouse,445 Albee Square W #4,Brooklyn,NY,True,True,By escalators just right of House of Wax bar  / single and separate from men's/women's ,Don't need to be a paying customer just walk past front desk just beyond escalator ,40.6907009,-73.98349759999999,2017-02-25 22:32:08.038000+00:00,2017-02-25 22:32:08.038000+00:00,0,0,US,False,29942,True,2.23540757092787,287.657163495957
28248,Ample Hills Creamery,305 Nevins St,Brooklyn,NY,True,True,,,40.6789212,-73.9873612,2017-02-23 18:56:35.258000+00:00,2017-02-23 18:56:35.258000+00:00,0,0,US,False,28248,True,2.264386437497989,270.984996819234
54728,Good Morning Brooklyn ,31 Wyckoff Ave,Brooklyn,NY,True,True,Walk straight back to the right. The code is 2884 (1/7/20),,40.7066857,-73.9224419,2020-01-07 18:48:26.534000+00:00,2020-04-14 21:07:34.727000+00:00,0,0,US,False,54728,True,2.274607781504791,37.29905507269
37146,Lavender Lake,383 Carroll street ,Brooklyn,Ny,True,True,,Often quite busy so it's unlikely anyone will notice a non customer using the restroom,40.6785552,-73.9898402,2017-08-23 21:47:42.223000+00:00,2017-08-23 21:47:42.223000+00:00,0,0,US,False,37146,True,2.393849725010183,270.4725804322
42037,Bridge and Tunnel Brewery,1535 Decatur Street,Ridgewood ,NY,True,True,"Single locking room, as you walk in pass the length of the bar and make an immediate right","Pretty open to look around, you don't need a key or to purchase beer.",40.693822,-73.902835,2018-06-24 00:49:08.200000+00:00,2018-06-24 00:49:08.200000+00:00,0,0,US,False,42037,True,2.419842815397608,69.264850071355
58464,Elsewhere,599 Johnson Ave,Brooklyn,NY,True,True,,,40.7096703,-73.9232787,2021-07-31 15:42:45.929000+00:00,2021-07-31 15:42:46.017000+00:00,0,0,US,False,58464,True,2.435331641506047,33.544466995619
39195,Chipotle,1 MetroTech Center, Brooklyn,New York,True,True,You'll need to ask at the register for the code for the bathroom. Everyone is really nice and accepting. I work there an am trans 😊,,40.6932169,-73.986403,2017-12-29 22:08:04.462000+00:00,2017-12-29 22:08:04.462000+00:00,0,0,US,False,39195,True,2.44511810441909,289.594819980922
55698,Taco Chulo,318 Grand Street,Brooklyn,NY,True,True,In the back on the right,,40.7125653,-73.95668909999999,2020-02-29 22:15:24.150000+00:00,2020-04-14 21:09:29.520000+00:00,0,1,US,True,55698,True,2.464925764198722,339.977357084943
35957,Bitter funk chicken,1295 prospect ave,Brooklyn,Ny,True,True,,,40.6515197,-73.9758349,2017-06-24 02:14:18.066000+00:00,2017-06-24 02:14:18.066000+00:00,1,0,US,False,35957,True,2.479704763163625,229.916736915601
18144,M Shanghai Bistro ,292 Grand Street ,Brooklyn,New York,True,True,In the back near the exit to the patio to the right,,40.7129003,-73.95766150000001,2015-07-31 00:44:28.933000+00:00,2015-07-31 00:44:28.933000+00:00,0,0,US,False,18144,True,2.501170362938686,338.748578745502
25112,The Brick Theater,579 Metropolitan Ave.,Brooklyn,NY,True,True,"to the right, past the box office counter","Open hours vary, not available during shows.",40.714308,-73.9497682,2016-08-29 02:41:35.061000+00:00,2016-08-29 02:41:35.061000+00:00,0,0,US,False,25112,True,2.51355503487393,351.173453037866
26403,61 Local,61 Bergen Street,Brooklyn ,NY,True,True,back of space. two restrooms. both single occupancy and neutral.,,40.6870957,-73.9909018,2016-11-12 02:14:53.229000+00:00,2016-11-12 02:14:53.229000+00:00,0,0,US,False,26403,True,2.525486930413961,280.80050169921
35002,Panera bread,345 Adams st. ,Brooklyn,NY,True,True,Towards the back,"You may need to ask the cashier for a key, but it seems that that is not in practice. There is urinal and a toilet. ",40.69277659999999,-73.9884716,2017-05-11 18:42:51.173000+00:00,2017-05-11 18:42:51.173000+00:00,0,1,US,True,35002,True,2.53137525275268,288.23336108322
4830,decoursey's sidecar bar and grille,560 5th Ave,Brooklyn,NY,True,True,"In the back, to the left. Two unisex bathrooms.","Staff will let anyone who asks use them, you don't need to buy anything",40.665398,-73.98978300000002,2014-02-11 01:29:23.090000+00:00,2014-02-11 01:29:23.090000+00:00,1,0,USA,False,4830,True,2.548801072127396,254.351498072383
18761,Bia,67 S 6th St,Brooklyn,NY,True,True,"To the right by the door. Single stall, gender neutral.",This is a hip Asian cuisine + bar venue with a sweet rooftop; should probably be a paying customer,40.7113666,-73.9658486,2015-09-18 02:42:42.367000+00:00,2015-09-18 02:42:42.367000+00:00,0,0,US,False,18761,True,2.5591774094119133,326.832708994481
1569,paper moon cafe,52 Havemeyer St,Brooklyn,NY,True,True,,,40.714896,-73.954751,2014-02-02 20:51:16.354000+00:00,2014-02-02 20:51:16.354000+00:00,1,0,US,False,1569,True,2.596921733044871,343.907044979077
34828,Lowlands bar/cafe,543 3rd ave,Brooklyn,New York,True,True,,"Just ask to use the bathroom- staff is super friendly - cafe by day, bar by night. Single stall upstairs & downstairs",40.66847449999999,-73.99318710000001,2017-05-05 03:23:28.413000+00:00,2017-05-05 03:23:28.413000+00:00,0,0,US,False,34828,True,2.655319003077503,258.804659000278
34829,Lowlands bar/cafe,543 3rd ave,Brooklyn,New York,True,True,,"Just ask to use the bathroom- staff is super friendly - cafe by day, bar by night. Single stall upstairs & downstairs",40.66847449999999,-73.99318710000001,2017-05-05 03:23:29.647000+00:00,2017-05-05 03:23:29.647000+00:00,0,0,US,False,34829,True,2.655319003077503,258.804659000278
33258,Hinterlands Bar,739 Church Ave,Brooklyn,NY,True,True,"Two restrooms, one on the left past the bar, the other in the back around the corner on the left",,40.64606,-73.972104,2017-03-29 18:46:52.246000+00:00,2017-03-29 18:46:52.246000+00:00,0,0,US,False,33258,True,2.658959166226038,221.026408411952
58298,Lions Milk,104 Roebling st. ,Brooklyn ,New York ,True,True,One gender neutral bathroom in the back seating area :),,40.7159283,-73.9557975,2021-07-18 15:29:48.807000+00:00,2021-07-18 15:29:48.895000+00:00,0,1,US,False,58298,True,2.6785865491228398,342.863659665054
35878,By Chloe,171 North 3rd Street,Brooklyn,New York,True,True,,,40.7152238,-73.9595609,2017-06-19 23:20:49.973000+00:00,2017-06-19 23:20:49.973000+00:00,0,1,US,False,35878,True,2.683757762502236,337.423088224877
4767,Cafe Madeline,1603 Cortelyou Rd,Brooklyn,NY,True,True,,They won't kick up a fuss if you don't buy anything but it would probably be helpful to try to buy something,40.641881,-73.96338999999999,2014-02-10 04:55:03.697000+00:00,2014-02-10 04:55:03.697000+00:00,1,0,Usa,False,4767,True,2.702907306545902,207.916784318962
49605,Chipotle,185 Montague St,Brooklyn,New York,True,True,On the lefthand side as you enter,Ask the cashier for the lock code,40.6943455,-73.9918218,2019-05-07 20:19:26.357000+00:00,2019-05-07 20:19:26.458000+00:00,0,0,US,False,49605,True,2.7356926202052883,288.736402752147
17973,Crif Dogs,555 Driggs Ave,Brooklyn,NY,True,True,In the very back. There's a picture of someone riding a hotdog on the door.,It's customers only. It's also very low lit with red light and not the cleanest.,40.7168495,-73.9564005,2015-07-12 03:26:37.479000+00:00,2015-07-12 03:26:37.479000+00:00,0,0,US,False,17973,True,2.74780188399326,342.433115488287
18840,Crif Dogs,555 Driggs Ave,Brooklyn,NY,True,True,"Straight in back, marked WC for water closet. Single, gender-neutral.","Marked as for customers only. This is a creative hot dog and French/fry place, affordable.",40.7168495,-73.9564005,2015-09-24 23:13:07.255000+00:00,2015-09-24 23:13:07.255000+00:00,0,0,US,False,18840,True,2.74780188399326,342.433115488287
33094,Topos bookstore,788 Woodward Ave,Ridgewood ,Ny,True,True,In the back,Nice bookstore w coffee and nice staff ,40.7036818,-73.90375879999999,2017-03-03 20:33:44.093000+00:00,2017-03-03 20:33:44.093000+00:00,0,1,US,False,33094,True,2.753999402320423,57.736341838244
33095,Topos bookstore ,788 Woodward ,Ridgewood,Ny,True,True,In the back,Nice bookstore w coffee and nice staff,40.7036818,-73.90375879999999,2017-03-03 20:34:51.541000+00:00,2017-03-03 20:34:51.541000+00:00,0,1,US,False,33095,True,2.753999402320423,57.736341838244
19699,Nitehawk Cinema,136 Metropolitan Ave,Brooklyn,NY,True,True,Head upstairs to the area where you buy tickets ,"This is an awesome little cinema that serves food and drink to you during the show - def worth a visit. During rush hours for movies, they likely wouldn't notice bathroom users",40.7159815,-73.96258449999999,2015-12-26 23:37:54.554000+00:00,2015-12-26 23:37:54.554000+00:00,0,1,US,False,19699,True,2.784596259730652,334.013719319313
20428,Starbucks,154 N 7th,Brooklyn,NY,True,True,Back left corner; two unisex accessible separate rooms,"store closes at 9 Sunday-Thursday, 10 on Friday and Saturday",40.7179151,-73.95831290000001,2016-03-25 02:46:49.279000+00:00,2016-03-25 02:46:49.279000+00:00,0,0,US,False,20428,True,2.843905753596432,340.393093346623
35967,Starbucks,154 n 7th st,Brooklyn,Ny,True,True,,,40.7179151,-73.95831290000001,2017-06-24 17:14:56.844000+00:00,2017-06-24 17:14:56.844000+00:00,0,0,US,True,35967,True,2.843905753596432,340.393093346623
30922,Sea witch,703 5th avenue,Brooklyn ,New York ,True,True,"Easy to locate, next to the bar area across from the kitchen ",,40.6608851,-73.9936491,2017-02-26 23:17:17.455000+00:00,2017-02-26 23:17:17.455000+00:00,0,0,US,False,30922,True,2.8556277613697922,250.739476514702
19000,Chai Thai Kitchen,124 N 6th St,Brooklyn,NY,True,True,Small restaurant. Walk past bar toward kitchen and bathroom will be on right hand side. 1 bathroom in the joint. ,You'll probably need to buy something but the food is good and the bathroom is clean.,40.7178952,-73.9596404,2015-10-13 19:06:47.919000+00:00,2015-10-13 19:06:47.919000+00:00,0,0,US,False,19000,True,2.861505338286563,338.703047117106
18999,Chai Thai Kitchen,124 N 6th St,Brooklyn,NY,True,True,Small restaurant. Walk past bar toward kitchen and bathroom will be on right hand side. 1 bathroom in the joint. ,You'll probably need to buy something but the food is good and the bathroom is clean.,40.7178952,-73.9596404,2015-10-13 19:06:44.725000+00:00,2015-10-13 19:06:44.725000+00:00,0,0,US,False,18999,True,2.861505338286563,338.703047117106
58268,Other Half Brewing Co.,34 River St. ,Brooklyn,New York,True,True,,There’s 4/5 stalls and each one is gender inclusive. Common area hand washing ,40.7158577,-73.966957,2021-07-16 01:07:32.477000+00:00,2021-07-16 01:07:32.576000+00:00,0,1,US,False,58268,True,2.864266229593312,328.822584951586
28440,Cafe Beit,158 Bedford Ave,Brooklyn,New York,True,True,"Back of the cafe, before the garden.",Just ask politely to use the bathroom if not purchasing anything. Friendly owners.,40.7186663,-73.9570576,2017-02-24 04:35:49.206000+00:00,2017-02-24 04:35:49.206000+00:00,0,0,US,False,28440,True,2.87789844186196,342.327793385374
20570,AlMar,111 Front St,Brooklyn,NY,True,True,In the back past the bar. Gender neutral single,"Fancy-ish restaurant, should be a paying customer",40.7026637,-73.98917449999999,2016-03-26 16:17:28.675000+00:00,2016-03-26 16:17:28.675000+00:00,0,1,US,False,20570,True,2.902436294470843,298.542526901731
29561,Sycamore Flowershop + Bar,1118 Cortelyou Road,Brooklyn,NY,True,True,"Two unisex stalls to the left of the bar, one more towards the front, one towards the back.",,40.6397169,-73.9671558,2017-02-25 16:11:13.420000+00:00,2017-02-25 16:11:13.420000+00:00,0,0,US,False,29561,True,2.918044443321729,210.877144580926
30506,Soft Spot Bar,128 Bedford Ave. ,Brooklyn,NY,True,True,Back on the left. ,"It's a bar, but folks are friendly. ",40.7194267,-73.95621369999999,2017-02-26 16:03:19.063000+00:00,2020-04-14 21:16:56.340000+00:00,0,0,US,False,30506,True,2.9191118359096393,343.707738241486
31043,Oddfellows Ice Cream ,175 Kent Avenue ,Brooklyn,New York ,True,True,In the back left corner. ,,40.7179369,-73.9635033,2017-02-27 01:07:01.500000+00:00,2017-02-27 01:07:01.500000+00:00,0,1,US,False,31043,True,2.928003950426458,334.05371112413
19563,One Girl Cookies,33 Main St,Brooklyn,NY,True,True,"in the back, marked restroom ","cute sweets and coffee shop - you should buy something, but that doesn't seem enforced",40.70336959999999,-73.9904239,2015-12-10 20:40:40.493000+00:00,2015-12-10 20:40:40.493000+00:00,0,0,US,False,19563,True,2.984041431330186,298.567683583482
